adress,area,floor,price,rooms,total_floors,year
"Самара, улица Калинина, 43, Промышленный, Самара, Самарская область",46.0,2/3,2290000,2,3.0,1960.0
"Самара, посёлок Соцгород, Хасановская улица, 12, Куйбышевский, Самара, Самарская область",34.0,2/5,1500000,1,5.0,1981.0
"Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 17, Самара, Самарская область",31.6,9/9,1650000,1,10.0,2015.0
"посёлок Красная Глинка, Красноглинский район, Самара, 4-й квартал, Красноглинский, Самара, Самарская область",47.0,3/5,1999000,2,4.0,1960.0
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",70.6,4/27,3174300,2,,
"Самара, Заводское шоссе, 63, Промышленный, Самара, Самарская область",29.0,3/9,1650000,1,9.0,1980.0
"Самарская область,Самара,Промышленный район,Кирова проспект,206, Промышленный, Самара, Самарская область",56.6,5/9,3000000,3,9.0,1971.0
"Самара, Чапаевская улица, 66, Самарский, Самара, Самарская область",25.0,1/2,1347000,2,1.0,1868.0
"Аминева ул, 10, Промышленный, Самара, Самарская область",55.0,1/10,3250000,2,10.0,1992.0
"Самара, Воронежская улица, 184, Промышленный, Самара, Самарская область",31.0,5/5,1700000,1,5.0,1966.0
"Самара, улица Маршала Устинова, 8, Красноглинский, Самара, Самарская область",47.0,1/3,2650000,2,3.0,2015.0
"ул Запорожская, 43а, Советский, Самара, Самарская область",17.7,5/5,1149000,1,5.0,1973.0
"Самарская область,Самара,Октябрьский район,Осипенко улица,24, Октябрьский, Самара, Самарская область",60.0,2/9,4400000,3,9.0,1969.0
"Самара, улица Стара Загора, 141, Промышленный, Самара, Самарская область",54.0,3/9,2900000,2,9.0,1977.0
"Самара, улица Свободы, 14, Советский, Самара, Самарская область",60.0,3/5,3757000,3,5.0,2017.0
"Самара, Средне-Садовая улица, 51, Советский, Самара, Самарская область",31.0,3/5,1850000,1,5.0,1962.0
"Самара, Ново-Садовая улица, 281, Октябрьский, Самара, Самарская область",44.0,3/5,3037000,2,5.0,1969.0
"Самара, Партизанская улица, 173, Советский, Самара, Самарская область",30.0,4/5,1850000,1,5.0,1966.0
"ул. Мира, д. 77, Красноглинский, Самара, Самарская область",36.4,2/3,1440000,1,3.0,2016.0
"Самара, проспект Карла Маркса, 438Б, Кировский, Самара, Самарская область",84.5,3/9,5000000,3,5.0,1969.0
"Самара, улица 22 Партсъезда, 158, Советский, Самара, Самарская область",30.0,1/5,1900000,1,5.0,1966.0
"посёлок Мехзавод, Самара, 15-й квартал, 6, Красноглинский, Самара, Самарская область",31.4,4/5,1550000,1,5.0,1972.0
"проспект Карла Маркса, 31, Железнодорожный, Самара, Самарская область",93.0,7/10,5700000,4,12.0,1998.0
"Самара, Осетинская улица, 13А, Куйбышевский, Самара, Самарская область",40.0,5/10,2550000,1,,
"Самарская область,Самара,Октябрьский район,Мичурина улица,152, Октябрьский, Самара, Самарская область",60.0,2/22,4890000,2,22.0,2013.0
"Самара, Самарская улица, 52, Самарский, Самара, Самарская область",76.8,4/4,4000000,4,4.0,1941.0
