adress,area,floor,price,rooms,total_floors,year,lat,lon
"Санкт-Петербург, проспект Энергетиков, 9к3, Большая Охта, Санкт-Петербург",52.3,12/21,10812,7600000,2,23,2016,59.936873
"Санкт-Петербург, Смольный проспект, 6, Смольнинское, Санкт-Петербург",148.0,1/6,12865,35000000,4,5,1906,59.944729
"Россия, г.Санкт-Петербург, Ярославский пр., д.27, Светлановское, Санкт-Петербург",79.5,2/8,11496,12500000,2,10,2013,60.013479
"Санкт-Петербург, проспект Маршала Блюхера, 7к1, Финляндский округ, Санкт-Петербург",23.8,10/16,14839,3750000,0,17,2018,59.980988
"Санкт-Петербург, Кондратьевский проспект, 62к1, Пискарёвка, Санкт-Петербург",46.0,16/17,16831,5490000,1,16,2006,59.979952
"Санкт-Петербург, Караваевская улица, 22, Рыбацкое, Санкт-Петербург",36.0,7/11,16103,1990000,2,16,1988,59.834352
"Санкт-Петербург, Космонавтов пр. 37, Гагаринское, Санкт-Петербург",49.8,8/25,12096,8100000,2,25,2009,59.855376
"Санкт-Петербург, улица Жуковского, 43, Литейный округ, Санкт-Петербург",86.0,5/6,12866,8200000,3,6,1905,59.935687
"ул Блохина, 12, Введенский, Санкт-Петербург",87.0,2/5,15474,9400000,4,5,1905,59.951641
"Санкт-Петербург, Ушаковская набережная, 3к2, Чёрная речка, Санкт-Петербург",50.0,13/17,10814,12500000,1,17,2015,59.982235
"территория Усть-Славянка, Санкт-Петербург, Советский проспект, 34к2, Рыбацкое, Санкт-Петербург",25.7,6/22,11500,2200010,0,27,2018,59.803282
"Санкт-Петербург, улица Есенина, 1к2, Светлановское, Санкт-Петербург",69.0,19/23,12097,8750000,1,23,2008,60.028227
"Санкт-Петербург, 1-я линия Васильевского острова, 46, Васильевский, Санкт-Петербург",96.0,3/4,14846,15500000,3,4,1903,59.945508
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",74.2,5/11,16832,13100000,2,14,2012,59.963539
"Санкт-Петербург, Выборгское шоссе, 5к1, Шувалово-Озерки, Санкт-Петербург",146.0,3/5,16104,17500000,4,10,1999,60.041481
"Санкт-Петербург, переулок Пирогова, 6, Адмиралтейский округ, Санкт-Петербург",69.2,4/4,15480,8700000,2,4,1830,59.929335
"Ленинградская область, Всеволожский район, посёлок Мурино, Петровский бульвар, 14к5, Санкт-Петербург",23.4,14/19,10816,2300000,0,20,2018,60.060038
"Санкт-Петербург, Октябрьская набережная, 126к2, Народный, Санкт-Петербург",63.0,14/17,12868,6550000,2,,,59.85947
"Санкт-Петербург, Прилукская улица, 20, Волковское, Санкт-Петербург",53.6,2/9,14848,11500000,1,10,2018,59.909847
"проспект Обуховской Обороны, 138к2, Рыбацкое, Санкт-Петербург",51.1,17/35,11503,6500000,1,36,2012,59.845785
"Санкт-Петербург, улица Крыленко, 43к2, № 54, Санкт-Петербург",48.0,7/16,10820,5450000,1,16,2007,59.901242
"Санкт-Петербург, улица Белинского, 5, Литейный округ, Санкт-Петербург",90.0,6/6,16105,15000000,3,6,1850,59.938072
"ул Лизы Чайкиной, 17, Введенский, Санкт-Петербург",125.0,4/6,16834,11900000,5,6,1910,59.954971
"Санкт-Петербург, проспект Маршака, 28к1, Полюстрово, Санкт-Петербург",33.7,2/19,12102,3500000,1,19,2017,60.025853
"Санкт-Петербург, улица Зины Портновой, 21к3, Дачное, Санкт-Петербург",30.1,4/9,15482,3950000,1,9,1973,59.849853
"Санкт-Петербург, Ленинский проспект, 64к1, Южно-Приморский округ, Санкт-Петербург",42.0,10/19,12870,4850000,1,23,2017,59.864096
"Санкт-Петербург, Ленинский проспект, 76к1, Южно-Приморский округ, Санкт-Петербург",73.5,1/20,12104,7100000,3,20,2010,59.860184
"ул Конная, 11/4, Смольнинское, Санкт-Петербург",24.5,2/5,14849,2785000,1,5,1874,59.928068
"Санкт-Петербург, Комендантский проспект, 37к1, Юнтолово, Санкт-Петербург",39.1,16/17,10823,4650000,1,17,1990,60.024329
"Санкт-Петербург, улица Марата, 61, подъезд 2, Владимирский округ, Санкт-Петербург",111.0,5/5,16106,9400000,5,5,1886,59.921971
"ул Долгоозерная 14, Юнтолово, Санкт-Петербург",101.0,18/19,16837,18250000,3,18,2004,60.017423
"Санкт-Петербург, улица Стойкости, 10, подъезд 1, Ульянка, Санкт-Петербург",51.0,7/9,11504,4500000,3,9,1971,59.826714
"Санкт-Петербург, Лыжный переулок, 4к3, № 65, Санкт-Петербург",22.0,18/22,15485,3450000,0,23,2012,59.999705
"Санкт-Петербург, проспект Науки, 24к1, Гражданка, Санкт-Петербург",49.0,6/9,12872,5050000,2,9,1970,60.00966
"Санкт-Петербург, Ушаковская набережная, 3к2, Чёрная речка, Санкт-Петербург",100.0,4/14,14850,15500000,3,17,2015,59.982235
"Санкт-Петербург, посёлок Парголово, Заречная улица, 37, Парголово, Санкт-Петербург",77.8,21/27,12106,7750000,3,28,2015,60.082023
"Санкт-Петербург, Лиственная улица, 18к1, Светлановское, Санкт-Петербург",113.0,21/21,11505,17900000,3,25,2015,60.028096
"Киевская ул, 3А, Московская застава, Санкт-Петербург",112.0,17/19,16108,17300000,2,20,2014,59.902298
"Санкт-Петербург, Петергофское шоссе, 86к2, Сосновая поляна, Санкт-Петербург",38.7,3/8,10824,3620000,1,4,1996,59.835247
"Санкт-Петербург, Зеленогорск, Приморское шоссе, 595А, Зеленогорск, Санкт-Петербург",31.0,1/3,16838,3450000,1,,1974,60.193149
"посёлок Мурино, Всеволожский район, Ленинградская область, проспект Авиаторов Балтики, 11/1, Санкт-Петербург",42.3,7/12,14852,3599000,1,12,2018,60.055111
"26-я линия В.О., д. 7, № 7, Санкт-Петербург",24.1,9/10,15487,4980000,0,,,59.928879
"Санкт-Петербург, улица Маяковского, 19/15, Литейный округ, Санкт-Петербург",90.4,4/5,12873,10900000,2,5,1845,59.93855
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",58.0,17/21,12108,7050000,2,21,2017,60.042415
"Санкт-Петербург, Карташихина улица, 21, Гавань, Санкт-Петербург",92.0,4/5,10826,12000000,4,,,59.936814
"Санкт-Петербург, Глухарская улица, 33к1, Коломяги, Санкт-Петербург",88.1,4/19,16109,8695000,3,20,2013,60.037584
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Пушкинская улица, 40, Пушкин, Санкт-Петербург",50.6,8/25,16840,3310000,2,10,2005,59.720091
"посёлок Мурино, Всеволожский район, Ленинградская область, Новая улица, 13к1, Санкт-Петербург",36.0,12/17,11507,3070000,1,29,2016,60.039202
"Санкт-Петербург, Школьная улица, 114к2, № 65, Санкт-Петербург",39.3,15/17,15488,4800000,1,17,1990,59.992389
"Санкт-Петербург, улица Мира, 37, Посадский, Санкт-Петербург",91.5,5/8,14855,17605000,4,10,2017,59.962034
"пр. Юрия Гагарина, д. 36, Звёздное, Санкт-Петербург",90.0,7/9,12877,10000000,3,9,1999,59.843534
"Санкт-Петербург, проспект Маршака, 12к2, подъезд 2, Полюстрово, Санкт-Петербург",80.0,18/19,12112,6490000,3,19,2014,60.032398
"Малая Посадская ул, 15, Посадский, Санкт-Петербург",121.0,2/4,10828,21900000,3,6,1904,59.957633
"Санкт-Петербург, проспект Просвещения, 53к1, Северный, Санкт-Петербург",37.5,11/15,16113,4400000,1,15,1997,60.059571
